time,viseme,voice,teacher_sil,teacher_PP,teacher_FF,teacher_TH,teacher_DD,teacher_kk,teacher_CH,teacher_SS,teacher_nn,teacher_RR,teacher_aa,teacher_E,teacher_I,teacher_O,teacher_U,avr_sil,avr_PP,avr_FF,avr_TH,avr_DD,avr_kk,avr_CH,avr_SS,avr_nn,avr_RR,avr_aa,avr_E,avr_I,avr_O,avr_U
0.29867,0,0.00260,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.32000,0,0.00205,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.34133,0,0.00162,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.36267,0,0.00128,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.38400,0,0.00101,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.40533,0,0.00080,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.42667,0,0.00063,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.44800,0,0.00050,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.46933,0,0.00039,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.49067,0,0.00031,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.51200,0,0.00024,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.53333,0,0.00457,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.55467,0,0.01503,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.57600,0,0.01500,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.59733,0,0.02177,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.61867,0,0.05876,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.64000,0,0.06413,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.66133,0,0.06633,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.68267,0,0.11639,0.43076,0.02634,0.03574,0.05444,0.03049,0.03666,0.06498,0.01779,0.01200,0.00635,0.01342,0.02928,0.20934,0.00610,0.02632,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.70400,0,0.15702,0.29965,0.02391,0.09724,0.08039,0.02728,0.10879,0.05976,0.07188,0.00877,0.00459,0.01133,0.02491,0.15718,0.00484,0.01949,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.72533,2,0.15104,0.20961,0.02156,0.22264,0.11946,0.05042,0.08650,0.04980,0.06085,0.00737,0.00792,0.01276,0.02008,0.11087,0.00536,0.01480,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.74667,2,0.13969,0.16509,0.02416,0.22848,0.09320,0.06795,0.10777,0.07532,0.05292,0.01177,0.03441,0.01572,0.01846,0.08341,0.00562,0.01571,0.52018,0.00000,0.22471,0.00000,0.06473,0.00000,0.00000,0.00000,0.00000,0.05234,0.07423,0.00000,0.06381,0.00000,0.00000
0.76800,0,0.12764,0.28209,0.02264,0.18303,0.07585,0.06070,0.10119,0.06569,0.04593,0.01620,0.02728,0.01315,0.01639,0.06112,0.00557,0.02318,0.14075,0.00000,0.43019,0.00000,0.10113,0.00000,0.00000,0.00000,0.00000,0.09541,0.11995,0.00000,0.11258,0.00000,0.00000
0.78933,0,0.11633,0.46606,0.01737,0.13313,0.05579,0.04492,0.07570,0.04757,0.03421,0.01265,0.01945,0.01046,0.01411,0.04335,0.00471,0.02052,0.07321,0.00000,0.47562,0.00000,0.10169,0.00000,0.00000,0.00000,0.00000,0.10439,0.12342,0.00000,0.12168,0.00000,0.00000
0.81067,0,0.10600,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.39021,0.00000,0.31294,0.00000,0.06691,0.00000,0.00000,0.00000,0.00000,0.06868,0.08121,0.00000,0.08006,0.00000,0.00000
0.83200,0,0.09811,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.59859,0.00000,0.20600,0.00000,0.04404,0.00000,0.00000,0.00000,0.00000,0.04521,0.05346,0.00000,0.05270,0.00000,0.00000
0.85333,0,0.09519,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.82267,0.00000,0.09100,0.00000,0.01946,0.00000,0.00000,0.00000,0.00000,0.01997,0.02362,0.00000,0.02328,0.00000,0.00000
0.87467,0,0.09339,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.94765,0.00000,0.02687,0.00000,0.00574,0.00000,0.00000,0.00000,0.00000,0.00590,0.00697,0.00000,0.00687,0.00000,0.00000
0.89600,0,0.09511,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.98583,0.00000,0.00727,0.00000,0.00155,0.00000,0.00000,0.00000,0.00000,0.00160,0.00189,0.00000,0.00186,0.00000,0.00000
0.91733,0,0.10127,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.99617,0.00000,0.00197,0.00000,0.00042,0.00000,0.00000,0.00000,0.00000,0.00043,0.00051,0.00000,0.00050,0.00000,0.00000
0.93867,0,0.10052,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.99896,0.00000,0.00053,0.00000,0.00011,0.00000,0.00000,0.00000,0.00000,0.00012,0.00014,0.00000,0.00014,0.00000,0.00000
0.96000,0,0.09752,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.99972,0.00000,0.00014,0.00000,0.00003,0.00000,0.00000,0.00000,0.00000,0.00003,0.00004,0.00000,0.00004,0.00000,0.00000
0.98133,0,0.09441,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.99992,0.00000,0.00004,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00001,0.00001,0.00000,0.00001,0.00000,0.00000
1.00267,0,0.09173,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.99998,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.02400,0,0.08642,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.99999,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.04533,0,0.08025,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.06667,0,0.07308,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.08800,0,0.06968,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.10933,0,0.06879,0.46933,0.03721,0.01484,0.06423,0.00993,0.05675,0.02149,0.02433,0.01333,0.00553,0.01611,0.15570,0.05816,0.00580,0.04727,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.13067,0,0.06026,0.39094,0.03900,0.01674,0.06464,0.01034,0.06601,0.02330,0.02225,0.01271,0.00675,0.01607,0.21026,0.06944,0.00506,0.04648,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.15200,0,0.05117,0.38308,0.03916,0.01691,0.07052,0.01084,0.06970,0.02265,0.02284,0.01274,0.00635,0.01409,0.20972,0.07551,0.00436,0.04154,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.17333,0,0.04584,0.37314,0.03998,0.01600,0.07016,0.01151,0.06940,0.02268,0.02301,0.01429,0.00585,0.01295,0.20855,0.09204,0.00377,0.03667,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.19467,0,0.06134,0.26966,0.02989,0.06329,0.09349,0.01546,0.06396,0.02032,0.14803,0.01141,0.00431,0.01100,0.16777,0.07216,0.00274,0.02651,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.21600,3,0.24706,0.18727,0.02374,0.07686,0.29659,0.01120,0.04592,0.01411,0.10866,0.00872,0.00387,0.02577,0.12065,0.05534,0.00193,0.01938,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.23733,3,0.55839,0.12923,0.01670,0.05490,0.38324,0.00790,0.03367,0.00976,0.07510,0.00637,0.00510,0.08788,0.08624,0.08668,0.00148,0.01575,0.58833,0.00000,0.00000,0.19927,0.07718,0.00000,0.00000,0.00000,0.07643,0.00000,0.05880,0.00000,0.00000,0.00000,0.00000
1.25867,10,0.55548,0.08917,0.01153,0.03814,0.26576,0.00549,0.02324,0.00673,0.05182,0.00442,0.01298,0.33318,0.06015,0.08492,0.00119,0.01128,0.25155,0.00000,0.00000,0.36624,0.13220,0.00000,0.00000,0.00000,0.12603,0.00000,0.12399,0.00000,0.00000,0.00000,0.00000
1.28000,10,0.51846,0.06154,0.00797,0.08565,0.18342,0.00379,0.01605,0.00465,0.03576,0.00306,0.00951,0.47417,0.04153,0.06423,0.00083,0.00783,0.09776,0.00000,0.00000,0.20740,0.13952,0.00000,0.00000,0.00000,0.13468,0.00000,0.29443,0.06156,0.00000,0.06465,0.00000
1.30133,2,0.50535,0.04251,0.00551,0.34766,0.12663,0.00262,0.01121,0.00321,0.02468,0.00212,0.00698,0.34752,0.02867,0.04470,0.00057,0.00541,0.02645,0.00000,0.00000,0.05612,0.12743,0.00000,0.00000,0.00000,0.13840,0.00000,0.43423,0.10275,0.00000,0.11462,0.00000
1.32267,2,0.59016,0.02941,0.00385,0.48030,0.08744,0.00181,0.00852,0.00222,0.01703,0.00149,0.06045,0.25080,0.02065,0.03102,0.00078,0.00423,0.01376,0.00000,0.00000,0.02919,0.12254,0.00000,0.00000,0.00000,0.14035,0.00000,0.46406,0.10726,0.00000,0.12284,0.00000
1.34400,2,0.63239,0.02029,0.00270,0.34237,0.06034,0.00125,0.00602,0.00153,0.01175,0.00108,0.29346,0.18141,0.03313,0.03647,0.00354,0.00465,0.00372,0.00000,0.35400,0.00790,0.12525,0.00000,0.00000,0.00000,0.03798,0.08013,0.23274,0.02902,0.09602,0.03324,0.00000
1.36533,9,0.61826,0.01404,0.01687,0.24335,0.04207,0.00093,0.00875,0.00110,0.00818,0.00775,0.35154,0.17703,0.04348,0.07315,0.00775,0.00400,0.00101,0.00000,0.47562,0.00214,0.11066,0.00000,0.00000,0.00000,0.01028,0.10439,0.15740,0.00785,0.12168,0.00899,0.00000
1.38667,9,0.59631,0.00971,0.02947,0.16945,0.05960,0.00094,0.01476,0.00085,0.01309,0.06323,0.38589,0.13943,0.03204,0.07172,0.00655,0.00329,0.00027,0.00000,0.26125,0.00058,0.12601,0.00000,0.00000,0.00000,0.06242,0.26825,0.15367,0.00212,0.12300,0.00243,0.00000
1.40800,9,0.57043,0.00674,0.04342,0.12108,0.14867,0.00095,0.01570,0.00067,0.00973,0.20879,0.26815,0.09658,0.02222,0.05019,0.00464,0.00247,0.00007,0.00000,0.07069,0.00016,0.14648,0.00000,0.00000,0.00000,0.10230,0.40457,0.15332,0.00057,0.12117,0.00066,0.00000
1.42933,8,0.53768,0.00492,0.03628,0.08618,0.13175,0.00511,0.07990,0.00115,0.01017,0.33613,0.18535,0.06712,0.01537,0.03503,0.00351,0.00202,0.00002,0.00000,0.01913,0.00004,0.15599,0.00000,0.00000,0.00000,0.10928,0.44758,0.14405,0.00016,0.12357,0.00018,0.00000
1.45067,8,0.50996,0.00574,0.02915,0.06084,0.09869,0.06784,0.13764,0.03926,0.01236,0.32621,0.12929,0.04701,0.01068,0.02960,0.00248,0.00323,0.00001,0.00000,0.00518,0.00001,0.13755,0.00000,0.00000,0.00000,0.27203,0.23691,0.15788,0.05940,0.13099,0.00005,0.00000
1.47200,5,0.53074,0.00397,0.02015,0.04201,0.06847,0.04821,0.37132,0.02821,0.00857,0.22568,0.08966,0.03437,0.00757,0.04720,0.00172,0.00290,0.00000,0.00000,0.00140,0.00000,0.11791,0.00000,0.00000,0.00000,0.44625,0.06410,0.15135,0.09386,0.12511,0.00001,0.00000
1.49333,5,0.56225,0.00274,0.01394,0.02903,0.04728,0.03353,0.40933,0.03641,0.00592,0.15612,0.06201,0.02924,0.06438,0.10587,0.00124,0.00296,0.00000,0.00000,0.00038,0.00000,0.12573,0.22296,0.00000,0.00000,0.30896,0.01735,0.13792,0.04988,0.13683,0.00000,0.00000
1.51467,5,0.55885,0.00190,0.00971,0.02010,0.03263,0.02387,0.28266,0.02519,0.00409,0.12962,0.04293,0.15790,0.07838,0.18781,0.00089,0.00232,0.00000,0.00000,0.00010,0.00000,0.12097,0.45407,0.00000,0.00000,0.15081,0.00469,0.12568,0.01350,0.13018,0.00000,0.00000
1.53600,8,0.54273,0.00133,0.00758,0.01642,0.02269,0.01770,0.19516,0.01743,0.03871,0.25238,0.02985,0.12621,0.06314,0.20897,0.00064,0.00179,0.00000,0.00000,0.00003,0.00000,0.11114,0.54903,0.00000,0.00000,0.09948,0.00127,0.12013,0.00365,0.11527,0.00000,0.00000
1.55733,7,0.48706,0.00093,0.00533,0.01147,0.01572,0.01483,0.13485,0.01207,0.26246,0.24119,0.02061,0.08901,0.04386,0.14593,0.00044,0.00128,0.00000,0.00000,0.00001,0.00000,0.11072,0.29606,0.00000,0.00000,0.26149,0.00034,0.14802,0.06034,0.12302,0.00000,0.00000
1.57867,7,0.44416,0.00066,0.00372,0.00800,0.01089,0.01498,0.09313,0.00851,0.48461,0.16733,0.01425,0.06157,0.03030,0.10084,0.00031,0.00091,0.00000,0.00000,0.00000,0.00000,0.11057,0.08011,0.00000,0.22762,0.25220,0.00009,0.14754,0.04433,0.13753,0.00000,0.00000
1.60000,7,0.42460,0.00050,0.00258,0.00554,0.00757,0.01782,0.06477,0.00597,0.63591,0.11556,0.00985,0.04253,0.02092,0.06960,0.00023,0.00066,0.00000,0.00000,0.00000,0.00000,0.10830,0.04167,0.00000,0.37501,0.17996,0.00005,0.13661,0.02306,0.13535,0.00000,0.00000
1.62133,7,0.39065,0.00061,0.00244,0.00435,0.00707,0.01832,0.13613,0.00428,0.63306,0.08206,0.00687,0.03424,0.01636,0.05157,0.00183,0.00081,0.00000,0.00000,0.00000,0.00000,0.10466,0.01128,0.00000,0.53817,0.10485,0.00001,0.11516,0.00624,0.11964,0.00000,0.00000
1.64267,7,0.35176,0.00200,0.00233,0.04571,0.00724,0.01692,0.19802,0.00300,0.56590,0.05820,0.00495,0.03790,0.01246,0.04204,0.00172,0.00160,0.00000,0.00000,0.00000,0.00000,0.10576,0.00305,0.00000,0.60524,0.07246,0.00000,0.10332,0.00169,0.10847,0.00000,0.00000
1.66400,7,0.45905,0.00150,0.00240,0.03197,0.00607,0.01192,0.14228,0.00211,0.40512,0.04318,0.00545,0.18147,0.03446,0.05303,0.07768,0.00137,0.00000,0.00000,0.00000,0.00000,0.11147,0.00083,0.00000,0.61763,0.06038,0.00000,0.10204,0.00046,0.10720,0.00000,0.00000
1.68533,7,0.51599,0.00105,0.00219,0.02210,0.00442,0.00826,0.09923,0.00146,0.28020,0.03227,0.00497,0.18296,0.04456,0.07555,0.23900,0.00176,0.00000,0.00000,0.00000,0.00000,0.12001,0.00022,0.00000,0.59661,0.06011,0.00000,0.10850,0.00012,0.11442,0.00000,0.00000
1.70667,13,0.53788,0.00073,0.00217,0.01529,0.00312,0.00578,0.06849,0.00101,0.19336,0.03942,0.00397,0.14056,0.03598,0.05662,0.43183,0.00167,0.00000,0.00000,0.00000,0.00000,0.12917,0.00006,0.00000,0.55803,0.06693,0.00000,0.11893,0.00003,0.12685,0.00000,0.00000
1.72800,13,0.53271,0.00051,0.22989,0.01918,0.00229,0.00407,0.04888,0.00071,0.13348,0.06712,0.00307,0.10441,0.02496,0.03921,0.32014,0.00209,0.00000,0.00000,0.00000,0.00000,0.12342,0.00002,0.00000,0.27916,0.09838,0.00000,0.16443,0.00001,0.06962,0.21093,0.05403
1.74933,1,0.54629,0.00038,0.27232,0.03257,0.00365,0.00530,0.03838,0.00050,0.09217,0.19733,0.00248,0.07386,0.01726,0.02746,0.22767,0.00867,0.00000,0.00000,0.00000,0.00000,0.10570,0.00000,0.00000,0.07553,0.11792,0.00000,0.18190,0.00000,0.01884,0.40958,0.09052
1.77067,8,0.58583,0.00033,0.20812,0.02583,0.01865,0.00509,0.03099,0.00036,0.06361,0.32344,0.00187,0.10353,0.02032,0.03069,0.15865,0.00852,0.00000,0.22292,0.00000,0.00000,0.11542,0.00000,0.00000,0.02044,0.12605,0.00000,0.16634,0.00000,0.06281,0.23683,0.04918
