time,viseme,voice,teacher_sil,teacher_PP,teacher_FF,teacher_TH,teacher_DD,teacher_kk,teacher_CH,teacher_SS,teacher_nn,teacher_RR,teacher_aa,teacher_E,teacher_I,teacher_O,teacher_U,avr_sil,avr_PP,avr_FF,avr_TH,avr_DD,avr_kk,avr_CH,avr_SS,avr_nn,avr_RR,avr_aa,avr_E,avr_I,avr_O,avr_U
0.29867,0,0.00260,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.87512,0.00990,0.00210,0.01851,0.00229,0.01845,0.00586,0.00643,0.00000,0.00000,0.00110,0.03471,0.01931,0.00000,0.00622
0.32000,0,0.00205,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.87512,0.00990,0.00210,0.01851,0.00229,0.01845,0.00586,0.00643,0.00000,0.00000,0.00110,0.03471,0.01931,0.00000,0.00622
0.34133,0,0.00162,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.87512,0.00990,0.00210,0.01851,0.00229,0.01845,0.00586,0.00643,0.00000,0.00000,0.00110,0.03471,0.01931,0.00000,0.00622
0.36267,0,0.00128,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.87512,0.00990,0.00210,0.01851,0.00229,0.01845,0.00586,0.00643,0.00000,0.00000,0.00110,0.03471,0.01931,0.00000,0.00622
0.38400,0,0.00101,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.87512,0.00990,0.00210,0.01851,0.00229,0.01845,0.00586,0.00643,0.00000,0.00000,0.00110,0.03471,0.01931,0.00000,0.00622
0.40533,0,0.00080,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.87512,0.00990,0.00210,0.01851,0.00229,0.01845,0.00586,0.00643,0.00000,0.00000,0.00110,0.03471,0.01931,0.00000,0.00622
0.42667,0,0.00063,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.87512,0.00990,0.00210,0.01851,0.00229,0.01845,0.00586,0.00643,0.00000,0.00000,0.00110,0.03471,0.01931,0.00000,0.00622
0.44800,0,0.00050,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.87512,0.00990,0.00210,0.01851,0.00229,0.01845,0.00586,0.00643,0.00000,0.00000,0.00110,0.03471,0.01931,0.00000,0.00622
0.46933,0,0.00039,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.87512,0.00990,0.00210,0.01851,0.00229,0.01845,0.00586,0.00643,0.00000,0.00000,0.00110,0.03471,0.01931,0.00000,0.00622
0.49067,0,0.00031,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.87512,0.00990,0.00210,0.01851,0.00229,0.01845,0.00586,0.00643,0.00000,0.00000,0.00110,0.03471,0.01931,0.00000,0.00622
0.51200,0,0.00024,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.87512,0.00990,0.00210,0.01851,0.00229,0.01845,0.00586,0.00643,0.00000,0.00000,0.00110,0.03471,0.01931,0.00000,0.00622
0.53333,0,0.00457,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.87512,0.00990,0.00210,0.01851,0.00229,0.01845,0.00586,0.00643,0.00000,0.00000,0.00110,0.03471,0.01931,0.00000,0.00622
0.55467,0,0.01503,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.87512,0.00990,0.00210,0.01851,0.00229,0.01845,0.00586,0.00643,0.00000,0.00000,0.00110,0.03471,0.01931,0.00000,0.00622
0.57600,0,0.01500,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.87512,0.00990,0.00210,0.01851,0.00229,0.01845,0.00586,0.00643,0.00000,0.00000,0.00110,0.03471,0.01931,0.00000,0.00622
0.59733,0,0.02177,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.87512,0.00990,0.00210,0.01851,0.00229,0.01845,0.00586,0.00643,0.00000,0.00000,0.00110,0.03471,0.01931,0.00000,0.00622
0.61867,0,0.05876,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.87512,0.00990,0.00210,0.01851,0.00229,0.01845,0.00586,0.00643,0.00000,0.00000,0.00110,0.03471,0.01931,0.00000,0.00622
0.64000,0,0.06413,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.87512,0.00990,0.00210,0.01851,0.00229,0.01845,0.00586,0.00643,0.00000,0.00000,0.00110,0.03471,0.01931,0.00000,0.00622
0.66133,0,0.06633,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.87512,0.00990,0.00210,0.01851,0.00229,0.01845,0.00586,0.00643,0.00000,0.00000,0.00110,0.03471,0.01931,0.00000,0.00622
0.68267,0,0.11639,0.43076,0.02634,0.03574,0.05444,0.03049,0.03666,0.06498,0.01779,0.01200,0.00635,0.01342,0.02928,0.20934,0.00610,0.02632,0.87512,0.00990,0.00210,0.01851,0.00229,0.01845,0.00586,0.00643,0.00000,0.00000,0.00110,0.03471,0.01931,0.00000,0.00622
0.70400,0,0.15702,0.29965,0.02391,0.09724,0.08039,0.02728,0.10879,0.05976,0.07188,0.00877,0.00459,0.01133,0.02491,0.15718,0.00484,0.01949,0.87512,0.00990,0.00210,0.01851,0.00229,0.01845,0.00586,0.00643,0.00000,0.00000,0.00110,0.03471,0.01931,0.00000,0.00622
0.72533,2,0.15104,0.20961,0.02156,0.22264,0.11946,0.05042,0.08650,0.04980,0.06085,0.00737,0.00792,0.01276,0.02008,0.11087,0.00536,0.01480,0.87512,0.00990,0.00210,0.01851,0.00229,0.01845,0.00586,0.00643,0.00000,0.00000,0.00110,0.03471,0.01931,0.00000,0.00622
