time,viseme,voice,exactTeacher,teacher_sil,teacher_PP,teacher_FF,teacher_TH,teacher_DD,teacher_kk,teacher_CH,teacher_SS,teacher_nn,teacher_RR,teacher_aa,teacher_E,teacher_I,teacher_O,teacher_U
41.57867,0,0.02566,1,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
41.60000,0,0.02025,0,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
41.62133,0,0.01597,0,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
41.64267,0,0.01260,0,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
41.66400,0,0.00994,0,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
41.68533,0,0.00784,0,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
41.70667,0,0.01605,0,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
41.72800,0,0.02366,0,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
41.74933,0,0.02310,0,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
41.77067,0,0.02243,0,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
41.79200,0,0.02134,0,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
41.81333,0,0.01684,0,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
41.83467,0,0.01328,0,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
41.85600,0,0.01048,0,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
41.87733,0,0.00827,0,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
41.89867,0,0.00652,0,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
41.92000,0,0.00828,0,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
41.94133,0,0.00653,0,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
41.96267,0,0.00515,0,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
41.98400,0,0.00407,0,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
42.00533,0,0.00321,0,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
42.02667,0,0.00253,0,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
42.04800,0,0.00200,0,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
42.06933,0,0.00158,0,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
42.09067,0,0.00124,0,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
42.11200,0,0.00098,0,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
42.13333,0,0.00077,0,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
42.15467,0,0.00061,0,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
42.17600,0,0.00048,0,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
42.19733,0,0.00038,0,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
42.21867,0,0.00030,0,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
42.24000,0,0.00024,0,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
42.26133,0,0.00019,0,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
42.28267,0,0.00015,0,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
42.30400,0,0.00012,0,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
42.32533,0,0.01105,0,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
42.34667,0,0.05567,1,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
42.36800,0,0.06366,1,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
42.38933,0,0.06254,1,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
42.41067,0,0.05666,1,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
42.43200,0,0.05041,1,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
42.45333,0,0.04276,1,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
42.47467,0,0.03554,1,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
42.49600,0,0.03873,1,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
42.51733,0,0.03687,1,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
42.53867,0,0.05211,1,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
42.56000,0,0.10094,1,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
42.58133,0,0.09685,1,0.49696,0.01019,0.01236,0.02251,0.01110,0.06592,0.00407,0.01180,0.02975,0.00247,0.02461,0.25071,0.04085,0.00450,0.01222
42.60267,0,0.09539,1,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
42.62400,0,0.09378,1,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
42.64533,0,0.09336,1,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
42.66667,0,0.09235,1,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
42.68800,0,0.09243,1,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
42.70933,0,0.08650,1,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
42.73067,0,0.07969,1,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
42.75200,0,0.07020,1,0.44226,0.05340,0.02303,0.08855,0.04142,0.07097,0.03811,0.05781,0.03885,0.00313,0.01216,0.09082,0.02261,0.00160,0.01528
42.77333,0,0.06007,1,0.32168,0.06357,0.02681,0.10199,0.04338,0.07848,0.04476,0.07175,0.04195,0.00364,0.01641,0.14008,0.02951,0.00128,0.01470
42.79467,0,0.05014,1,0.23782,0.07039,0.03376,0.10213,0.03604,0.08215,0.04176,0.07556,0.03566,0.00633,0.02507,0.19939,0.03111,0.00117,0.02168
42.81600,11,0.04186,1,0.20098,0.06214,0.03633,0.09580,0.03584,0.08387,0.03825,0.07719,0.04215,0.00796,0.03241,0.23106,0.03239,0.00103,0.02258
42.83733,11,0.15790,1,0.14784,0.06961,0.03344,0.11973,0.03170,0.07199,0.02778,0.05821,0.07809,0.00924,0.02821,0.24799,0.04140,0.00092,0.03385
42.85867,11,0.31158,1,0.10209,0.05695,0.02503,0.17944,0.02284,0.05105,0.01941,0.04021,0.19593,0.00690,0.02239,0.20556,0.04576,0.00065,0.02580
42.88000,3,0.50675,1,0.07044,0.03942,0.01780,0.31028,0.01708,0.03544,0.01341,0.02775,0.14030,0.00478,0.02141,0.14382,0.13958,0.00045,0.01804
42.90133,3,0.53953,1,0.04870,0.02735,0.01596,0.26132,0.01755,0.02453,0.00926,0.01915,0.09992,0.03645,0.06732,0.12314,0.23571,0.00040,0.01324
42.92267,2,0.48356,1,0.03373,0.01903,0.19582,0.18045,0.01610,0.01705,0.00642,0.01326,0.06959,0.02559,0.13028,0.08743,0.19566,0.00029,0.00929
42.94400,2,0.41688,1,0.02330,0.01727,0.43413,0.12459,0.01210,0.01198,0.00457,0.00915,0.04802,0.01769,0.09278,0.06086,0.13696,0.00020,0.00641
42.96533,2,0.36938,1,0.01611,0.01364,0.59493,0.08604,0.01767,0.00883,0.00508,0.00700,0.03314,0.01226,0.06411,0.04200,0.09462,0.00014,0.00442
42.98667,2,0.37783,1,0.01125,0.01142,0.69576,0.05945,0.01263,0.00704,0.00351,0.00495,0.02309,0.02489,0.04536,0.02909,0.06812,0.00017,0.00327
43.00800,2,0.47334,1,0.00778,0.00793,0.57102,0.04103,0.00873,0.00541,0.00243,0.00342,0.01600,0.17604,0.08107,0.02343,0.04845,0.00446,0.00279
43.02933,2,0.49641,1,0.00537,0.00650,0.39478,0.02833,0.00604,0.00458,0.00168,0.00237,0.01117,0.18049,0.25092,0.06317,0.03715,0.00503,0.00241
43.05067,10,0.48857,1,0.00372,0.00573,0.27243,0.01968,0.00424,0.00727,0.00118,0.00178,0.01729,0.13961,0.42329,0.06359,0.03283,0.00537,0.00197
43.07200,10,0.47096,1,0.00258,0.01616,0.18822,0.01443,0.00312,0.03455,0.00084,0.00207,0.25294,0.09672,0.31192,0.04819,0.02305,0.00374,0.00146
43.09333,8,0.41798,1,0.00183,0.01743,0.13217,0.01326,0.05150,0.14772,0.00157,0.00185,0.29681,0.06700,0.21585,0.03344,0.01593,0.00261,0.00103
43.11467,5,0.35572,1,0.00151,0.02430,0.09572,0.02564,0.13549,0.26125,0.00260,0.00277,0.21866,0.04628,0.14905,0.02314,0.01105,0.00181,0.00072
43.13600,5,0.31582,1,0.00205,0.03348,0.07091,0.03664,0.14639,0.39245,0.00352,0.00231,0.15143,0.03222,0.10308,0.01602,0.00766,0.00128,0.00055
43.15733,5,0.28608,1,0.00148,0.02316,0.04897,0.02580,0.10302,0.57707,0.00252,0.00200,0.10451,0.02224,0.07153,0.01110,0.00532,0.00088,0.00039
43.17867,5,0.32846,1,0.00158,0.01606,0.03386,0.01830,0.07241,0.59613,0.00182,0.00186,0.07303,0.01562,0.14849,0.00884,0.00624,0.00076,0.00501
43.20000,5,0.38936,1,0.00115,0.01113,0.02337,0.01263,0.04997,0.41463,0.00126,0.00129,0.05586,0.01102,0.39239,0.01075,0.00795,0.00063,0.00597
43.22133,10,0.42018,1,0.00085,0.00983,0.01642,0.00877,0.03468,0.28928,0.00090,0.00099,0.07703,0.01176,0.50122,0.01503,0.02830,0.00066,0.00428
43.24267,10,0.44671,1,0.00060,0.01007,0.01171,0.00621,0.02417,0.23456,0.00064,0.00073,0.27674,0.00889,0.38363,0.01126,0.02660,0.00064,0.00356
43.26400,8,0.43500,1,0.00051,0.00947,0.00952,0.00577,0.02073,0.18015,0.00049,0.00605,0.45970,0.00673,0.27000,0.00795,0.01937,0.00060,0.00297
43.28533,8,0.38646,1,0.00046,0.00696,0.00699,0.00429,0.01845,0.12600,0.00038,0.13172,0.48962,0.00478,0.18861,0.00553,0.01368,0.00043,0.00211
43.30667,7,0.34799,1,0.00048,0.00491,0.00540,0.00310,0.01368,0.08794,0.00051,0.39496,0.33918,0.00369,0.13084,0.00384,0.00966,0.00033,0.00149
43.32800,7,0.31605,1,0.00040,0.00342,0.00383,0.00228,0.01066,0.06227,0.00044,0.57902,0.23412,0.00256,0.09035,0.00266,0.00670,0.00025,0.00103
43.34933,7,0.28034,1,0.00054,0.00270,0.00357,0.00177,0.00858,0.11033,0.00068,0.62788,0.16170,0.00183,0.06660,0.00295,0.00944,0.00059,0.00082
43.37067,7,0.27074,1,0.00194,0.00357,0.07049,0.00164,0.00692,0.10546,0.00104,0.50867,0.11274,0.00210,0.09930,0.01214,0.06298,0.00396,0.00705
43.39200,7,0.33093,1,0.00146,0.00280,0.05435,0.00141,0.00499,0.19796,0.00084,0.35887,0.07823,0.00377,0.16271,0.05320,0.05031,0.02341,0.00568
43.41333,10,0.37338,1,0.00110,0.00494,0.03883,0.00110,0.00359,0.17589,0.00059,0.24788,0.06323,0.00697,0.28944,0.07265,0.04498,0.04150,0.00730
43.43467,8,0.41069,1,0.00078,0.03758,0.02711,0.00079,0.00265,0.19745,0.00042,0.17107,0.21094,0.00528,0.20743,0.05301,0.03488,0.03643,0.01419
43.45600,8,0.41882,1,0.00058,0.13162,0.01892,0.00073,0.00332,0.22275,0.00031,0.11807,0.25777,0.00414,0.14326,0.03664,0.02424,0.02554,0.01210
43.47733,8,0.41542,1,0.00060,0.15400,0.01391,0.00850,0.00879,0.22862,0.00029,0.08150,0.31934,0.00842,0.09911,0.02533,0.01814,0.01784,0.01559
43.49867,8,0.41939,1,0.00055,0.24343,0.00983,0.03974,0.00816,0.17668,0.00022,0.05626,0.27536,0.01138,0.06957,0.01757,0.02072,0.01243,0.05810
43.52000,8,0.43163,1,0.00051,0.19678,0.00698,0.05958,0.00806,0.12478,0.00018,0.03959,0.38902,0.00867,0.04962,0.01230,0.04837,0.00869,0.04685
43.54133,8,0.44994,1,0.00042,0.14247,0.00524,0.05700,0.00578,0.08630,0.00014,0.02734,0.44896,0.00866,0.09866,0.01311,0.05820,0.00691,0.04080
43.56267,8,0.45066,1,0.00034,0.09937,0.00383,0.04287,0.00405,0.05964,0.00027,0.01891,0.38584,0.10535,0.10083,0.02635,0.07084,0.00564,0.07587
43.58400,8,0.45271,1,0.00027,0.06866,0.00292,0.02980,0.00292,0.04158,0.00204,0.01340,0.27206,0.08330,0.09320,0.10571,0.19612,0.00606,0.08195
43.60533,12,0.44885,1,0.00023,0.04793,0.00409,0.02062,0.00475,0.03119,0.00400,0.01343,0.19214,0.06012,0.08838,0.10605,0.28826,0.00907,0.12975
43.62667,12,0.41462,1,0.00022,0.03323,0.04724,0.02523,0.01907,0.03427,0.00853,0.14418,0.14071,0.04177,0.07928,0.07965,0.24834,0.00671,0.09156
43.64800,7,0.37102,1,0.00052,0.02302,0.04549,0.03187,0.02451,0.02516,0.01050,0.35681,0.09753,0.02886,0.05601,0.05507,0.17609,0.00464,0.06392
43.66933,7,0.35539,1,0.00066,0.01631,0.06276,0.02481,0.17081,0.04288,0.06231,0.24891,0.06780,0.02142,0.04588,0.03815,0.14901,0.00320,0.04508
43.69067,12,0.41601,1,0.00070,0.01160,0.05266,0.02327,0.15450,0.05437,0.05272,0.17214,0.04726,0.01712,0.09046,0.04678,0.23962,0.00222,0.03459
43.71200,12,0.46357,1,0.00053,0.00814,0.03715,0.01618,0.10875,0.03939,0.03845,0.11885,0.03578,0.01492,0.17350,0.05462,0.32280,0.00155,0.02937
43.73333,12,0.47290,1,0.00039,0.00623,0.02565,0.01117,0.07525,0.03564,0.02689,0.08202,0.06109,0.01202,0.29216,0.05095,0.29415,0.00109,0.02529
43.75467,8,0.47851,1,0.00027,0.00466,0.01770,0.00771,0.05195,0.06162,0.01856,0.05659,0.29086,0.00830,0.20593,0.03711,0.22029,0.00076,0.01768
43.77600,8,0.48116,1,0.00020,0.00339,0.01222,0.00536,0.03659,0.09748,0.01290,0.03906,0.45434,0.00574,0.14214,0.02562,0.15224,0.00052,0.01221
43.79733,8,0.47936,1,0.00017,0.00329,0.00853,0.00406,0.02900,0.09513,0.00944,0.02696,0.57823,0.00413,0.09811,0.01770,0.11636,0.00036,0.00853
43.81867,8,0.46855,1,0.00023,0.00641,0.00738,0.00598,0.05393,0.09541,0.00968,0.01865,0.59346,0.00383,0.06786,0.01224,0.11768,0.00025,0.00701
43.84000,8,0.45447,1,0.00232,0.00817,0.00706,0.00755,0.08012,0.09754,0.01175,0.01291,0.61598,0.00479,0.04708,0.00852,0.08895,0.00018,0.00708
43.86133,8,0.43521,1,0.00275,0.00670,0.00536,0.00820,0.24109,0.06916,0.01235,0.00903,0.53424,0.00362,0.03352,0.00602,0.06266,0.00014,0.00515
43.88267,8,0.45776,1,0.00202,0.00479,0.00371,0.00613,0.18295,0.04823,0.00856,0.00624,0.62971,0.00251,0.05058,0.00454,0.04366,0.00275,0.00361
43.90400,8,0.45272,1,0.00142,0.00335,0.00256,0.00429,0.13094,0.03361,0.00591,0.00432,0.45254,0.00178,0.21678,0.00461,0.03040,0.10489,0.00259
43.92533,8,0.44491,1,0.00098,0.00281,0.00181,0.00306,0.09110,0.02334,0.00408,0.00298,0.31938,0.00137,0.20424,0.00775,0.02162,0.31343,0.00205
43.94667,13,0.43524,1,0.00068,0.00279,0.00130,0.00226,0.06305,0.01787,0.00282,0.00215,0.31313,0.00114,0.15768,0.00752,0.01532,0.41039,0.00189
43.96800,13,0.40357,1,0.00053,0.00277,0.00123,0.00233,0.04376,0.17908,0.00209,0.00280,0.25169,0.00104,0.11128,0.00525,0.01087,0.38359,0.00170
43.98933,7,0.35188,1,0.00038,0.00192,0.00856,0.00398,0.03181,0.12363,0.00223,0.29188,0.18028,0.00074,0.07687,0.00362,0.00753,0.26539,0.00117
44.01067,7,0.31654,1,0.00027,0.00133,0.00604,0.00278,0.02221,0.08533,0.00170,0.51075,0.12441,0.00051,0.05305,0.00250,0.00520,0.18312,0.00081
44.03200,7,0.29320,1,0.00020,0.00092,0.00426,0.00195,0.01636,0.05892,0.00129,0.66107,0.08585,0.00035,0.03660,0.00172,0.00359,0.12636,0.00056
44.05333,7,0.28314,1,0.00014,0.00063,0.00297,0.00136,0.01212,0.04070,0.00098,0.76506,0.05926,0.00024,0.02527,0.00119,0.00249,0.08719,0.00039
44.07467,7,0.27572,1,0.00012,0.00044,0.00207,0.00097,0.00980,0.02814,0.00075,0.83605,0.04100,0.00017,0.01747,0.00083,0.00176,0.06016,0.00027
44.09600,7,0.26863,1,0.00012,0.00031,0.00145,0.00070,0.00737,0.02010,0.00060,0.88261,0.02833,0.00012,0.01342,0.00071,0.00244,0.04154,0.00019
44.11733,7,0.24326,1,0.00011,0.00023,0.00105,0.00049,0.00533,0.01552,0.00050,0.89557,0.01964,0.00011,0.02267,0.00169,0.00730,0.02964,0.00016
44.13867,7,0.24415,1,0.00063,0.00052,0.00171,0.00048,0.00821,0.04522,0.00077,0.78350,0.01611,0.00236,0.05710,0.00927,0.03422,0.03875,0.00116
44.16000,7,0.38347,1,0.00052,0.00036,0.00351,0.00045,0.00594,0.25105,0.00093,0.54100,0.01112,0.00180,0.08405,0.04764,0.02372,0.02704,0.00087
44.18133,7,0.44009,1,0.00044,0.00027,0.00329,0.00035,0.00450,0.23692,0.00111,0.37408,0.00780,0.00162,0.16556,0.16738,0.01693,0.01906,0.00069
44.20267,7,0.41450,1,0.00034,0.00035,0.00292,0.00028,0.09862,0.16420,0.00224,0.25845,0.01224,0.00126,0.25803,0.17528,0.01201,0.01327,0.00051
44.22400,10,0.36909,1,0.00025,0.00029,0.00243,0.00020,0.24001,0.11355,0.00673,0.17835,0.00879,0.00088,0.30092,0.12954,0.00847,0.00924,0.00035
44.24533,6,0.32339,1,0.00020,0.00036,0.00207,0.00015,0.20889,0.08006,0.24942,0.12312,0.00609,0.00067,0.22585,0.08948,0.00643,0.00694,0.00025
44.26667,6,0.29950,1,0.00014,0.00032,0.00155,0.00011,0.14672,0.05602,0.47706,0.08554,0.00421,0.00068,0.15606,0.06175,0.00483,0.00481,0.00018
44.28800,6,0.28093,1,0.00010,0.00023,0.00110,0.00008,0.10758,0.03875,0.63152,0.05914,0.00293,0.00125,0.10770,0.04261,0.00353,0.00332,0.00015
44.30933,6,0.25605,1,0.00012,0.00066,0.00918,0.00012,0.09528,0.02750,0.68737,0.04088,0.00221,0.02486,0.07566,0.02940,0.00255,0.00231,0.00189
44.33067,6,0.25354,1,0.00014,0.00444,0.01003,0.00010,0.06861,0.01958,0.56719,0.02824,0.00686,0.19140,0.06193,0.02035,0.00197,0.00177,0.01739
44.35200,9,0.41521,1,0.00010,0.00325,0.00715,0.00007,0.04740,0.01357,0.39205,0.01949,0.00576,0.42755,0.05076,0.01470,0.00271,0.00253,0.01291
44.37333,9,0.49491,1,0.00007,0.00225,0.00494,0.00005,0.03271,0.00939,0.27051,0.01345,0.00403,0.52285,0.05015,0.01610,0.06210,0.00186,0.00955
44.39467,9,0.52027,1,0.00005,0.00157,0.00346,0.00004,0.02259,0.00657,0.18666,0.00928,0.00279,0.46309,0.04023,0.09475,0.15927,0.00154,0.00812
44.41600,12,0.49474,1,0.00003,0.00122,0.00270,0.00013,0.01614,0.00562,0.12892,0.00666,0.00395,0.33021,0.05896,0.07863,0.35775,0.00137,0.00771
44.43733,12,0.43655,1,0.00005,0.00095,0.00292,0.03115,0.06115,0.03511,0.09147,0.00769,0.00843,0.22997,0.04373,0.07439,0.40205,0.00130,0.00963
44.45867,12,0.37476,1,0.00013,0.00070,0.00222,0.08942,0.22066,0.05292,0.07697,0.01356,0.01125,0.15905,0.03147,0.05189,0.28167,0.00091,0.00717
44.48000,7,0.33886,1,0.00011,0.00049,0.00154,0.06209,0.19163,0.03656,0.05354,0.27885,0.00778,0.10975,0.02187,0.03581,0.19439,0.00063,0.00496
44.50133,7,0.30211,1,0.00192,0.01497,0.00186,0.04493,0.14179,0.02575,0.03787,0.38642,0.01107,0.07608,0.06659,0.02623,0.15634,0.00146,0.00673
44.52267,7,0.25330,1,0.11155,0.05020,0.00147,0.03123,0.10154,0.01810,0.02644,0.32013,0.01001,0.05366,0.09574,0.02453,0.13259,0.01758,0.00523
44.54400,0,0.20837,1,0.30724,0.03658,0.00112,0.02158,0.07021,0.01253,0.01827,0.22352,0.00723,0.03751,0.08573,0.01861,0.09340,0.06274,0.00373
44.56533,0,0.20738,1,0.23485,0.03247,0.00117,0.01493,0.04895,0.00880,0.01265,0.15622,0.00533,0.03708,0.14673,0.02214,0.06578,0.20988,0.00302
44.58667,10,0.38276,1,0.16205,0.02247,0.00084,0.01030,0.03382,0.00609,0.00873,0.10779,0.00369,0.02575,0.30433,0.01539,0.04540,0.25127,0.00209
44.60800,10,0.47034,1,0.11181,0.01550,0.00058,0.00711,0.02334,0.00420,0.00602,0.07438,0.00258,0.01820,0.44969,0.01062,0.03133,0.24319,0.00144
